0	0	7.60238e-18
0	0.5	1.52169e-18
0	1	2.45562e-19
0	1.5	3.1949e-20
0	2	3.3513e-21
0	2.5	2.83419e-22
0	3	1.93243e-23
0	3.5	1.06228e-24
0	4	4.70799e-26
0	4.5	1.68225e-27
0	5	4.84624e-29
0	5.5	1.12559e-30
0	6	2.10772e-32
0	6.5	3.18206e-34
0	7	3.87313e-36
0	7.5	3.80081e-38
0	8	3.00711e-40
0	8.5	1.91815e-42
0	9	9.86454e-45
0	9.5	4.09006e-47
0	10	1.36723e-49
0	10.5	3.68482e-52
0	11	8.00661e-55
0	11.5	1.40262e-57
0	12	1.98104e-60
0	12.5	2.25583e-63
0	13	2.07099e-66
0	13.5	1.53289e-69
0	14	9.14748e-73
0	14.5	4.40102e-76
0	15	1.70712e-79
0	15.5	5.3387e-83
0	16	1.34607e-86
0	16.5	2.73626e-90
0	17	4.48444e-94
0	17.5	5.92541e-98
0	18	6.31232e-102
0	18.5	5.42149e-106
0	19	3.75413e-110
0	19.5	2.09584e-114
0	20	9.4334e-119
0.5	0	7.11896e-17
0.5	0.5	1.54801e-17
0.5	1	2.71388e-18
0.5	1.5	3.83591e-19
0.5	2	4.37125e-20
0.5	2.5	4.01608e-21
0.5	3	2.97481e-22
0.5	3.5	1.77654e-23
0.5	4	8.55365e-25
0.5	4.5	3.32038e-26
0.5	5	1.03916e-27
0.5	5.5	2.62204e-29
0.5	6	5.33403e-31
0.5	6.5	8.74844e-33
0.5	7	1.15682e-34
0.5	7.5	1.23328e-36
0.5	8	1.06002e-38
0.5	8.5	7.34565e-41
0.5	9	4.10398e-43
0.5	9.5	1.84858e-45
0.5	10	6.71326e-48
0.5	10.5	1.96557e-50
0.5	11	4.63982e-53
0.5	11.5	8.8303e-56
0.5	12	1.3549e-58
0.5	12.5	1.67611e-61
0.5	13	1.67169e-64
0.5	13.5	1.34421e-67
0.5	14	8.71447e-71
0.5	14.5	4.55485e-74
0.5	15	1.9194e-77
0.5	15.5	6.52107e-81
0.5	16	1.7862e-84
0.5	16.5	3.9446e-88
0.5	17	7.02319e-92
0.5	17.5	1.00815e-95
0.5	18	1.16675e-99
0.5	18.5	1.08865e-103
0.5	19	8.18955e-108
0.5	19.5	4.96697e-112
0.5	20	2.42875e-116
1	0	6.16755e-16
1	0.5	1.45697e-16
1	1	2.77492e-17
1	1.5	4.26097e-18
