-20	-10	6.6003e-12
-20	-9.5	2.22766e-12
-20	-9	5.63454e-13
-20	-8.5	1.06805e-13
-20	-8	1.5172e-14
-20	-7.5	1.61518e-15
-20	-7	1.28861e-16
-20	-6.5	7.70446e-18
-20	-6	3.45213e-19
-20	-5.5	1.15919e-20
-20	-5	2.91706e-22
-20	-4.5	5.50122e-24
-20	-4	7.77491e-26
-20	-3.5	8.23482e-28
-20	-3	6.53635e-30
-20	-2.5	3.88812e-32
-20	-2	1.73327e-34
-20	-1.5	5.79051e-37
-20	-1	1.44974e-39
-20	-0.5	2.7201e-42
-20	0	3.82474e-45
-20	0.5	4.03035e-48
-20	1	3.18278e-51
-20	1.5	1.88362e-54
-20	2	8.35414e-58
-20	2.5	2.77673e-61
-20	3	6.91653e-65
-20	3.5	1.29112e-68
-20	4	1.8062e-72
-20	4.5	1.8936e-76
-20	5	1.48776e-80
-20	5.5	8.75995e-85
-20	6	3.86538e-89
-20	6.5	1.27822e-93
-20	7	3.16769e-98
-20	7.5	5.88304e-103
-20	8	8.18811e-108
-20	8.5	8.5406e-113
-20	9	6.676e-118
-20	9.5	3.91081e-123
-20	10	1.71688e-128
-19.5	-10	3.40258e-11
-19.5	-9.5	1.33939e-11
-19.5	-9	3.95122e-12
-19.5	-8.5	8.73529e-13
-19.5	-8	1.44726e-13
-19.5	-7.5	1.79695e-14
-19.5	-7	1.67206e-15
-19.5	-6.5	1.16597e-16
-19.5	-6	6.09323e-18
-19.5	-5.5	2.38633e-19
-19.5	-5	7.00382e-21
-19.5	-4.5	1.5405e-22
-19.5	-4	2.5393e-24
-19.5	-3.5	3.1368e-26
-19.5	-3	2.90391e-28
-19.5	-2.5	2.01466e-30
-19.5	-2	1.04747e-32
-19.5	-1.5	4.08139e-35
-19.5	-1	1.19178e-37
-19.5	-0.5	2.60798e-40
-19.5	0	4.27698e-43
-19.5	0.5	5.25645e-46
-19.5	1	4.84139e-49
-19.5	1.5	3.34173e-52
-19.5	2	1.7286e-55
-19.5	2.5	6.70102e-59
-19.5	3	1.94675e-62
-19.5	3.5	4.2384e-66
-19.5	4	6.91538e-70
-19.5	4.5	8.45578e-74
-19.5	5	7.74843e-78
-19.5	5.5	5.32104e-82
-19.5	6	2.73843e-86
-19.5	6.5	1.05616e-90
-19.5	7	3.05268e-95
-19.5	7.5	6.61233e-100
-19.5	8	1.07337e-104
-19.5	8.5	1.30578e-109
-19.5	9	1.19045e-114
-19.5	9.5	8.13349e-120
-19.5	10	4.16452e-125
-19	-10	1.56293e-10
-19	-9.5	7.17556e-11
-19	-9	2.46884e-11
-19	-8.5	6.36581e-12
-19	-8	1.23009e-12
-19	-7.5	1.78132e-13
-19	-7	1.93318e-14
-19	-6.5	1.57225e-15
-19	-6	9.5829e-17
-19	-5.5	4.37718e-18
-19	-5	1.49835e-19
-19	-4.5	3.84376e-21
-19	-4	7.3896e-23
-19	-3.5	1.06466e-24
-19	-3	1.14953e-26
-19	-2.5	9.3015e-29
-19	-2	5.64039e-31
-19	-1.5	2.56323e-33
-19	-1	8.7295e-36
-19	-0.5	2.22799e-38
-19	0	4.26148e-41
-19	0.5	6.10844e-44
-19	1	6.5618e-47
-19	1.5	5.28249e-50
-19	2	3.18696e-53
-19	2.5	1.44091e-56
-19	3	4.88226e-60
-19	3.5	1.23973e-63
-19	4	2.35915e-67
-19	4.5	3.3644e-71
-19	5	3.59569e-75
-19	5.5	2.87992e-79
-19	6	1.72862e-83
-19	6.5	7.77576e-88
-19	7	2.62125e-92
-19	7.5	6.62211e-97
-19	8	1.25374e-101
-19	8.5	1.77886e-106
-19	9	1.89146e-111
-19	9.5	1.50722e-116
-19	10	9.00076e-122
-18.5	-10	6.3968e-10
-18.5	-9.5	3.42525e-10
-18.5	-9	1.3745e-10
-18.5	-8.5	4.13352e-11
-18.5	-8	9.31574e-12
-18.5	-7.5	1.5734e-12
-18.5	-7	1.9915e-13
-18.5	-6.5	1.88906e-14
-18.5	-6	1.34287e-15
-18.5	-5.5	7.15397e-17
-18.5	-5	2.85615e-18
-18.5	-4.5	8.54551e-20
-18.5	-4	1.9161e-21
-18.5	-3.5	3.21973e-23
-18.5	-3	4.05457e-25
-18.5	-2.5	3.82642e-27
-18.5	-2	2.70622e-29
-18.5	-1.5	1.43436e-31
-18.5	-1	5.69735e-34
-18.5	-0.5	1.69595e-36
-18.5	0	3.78333e-39
-18.5	0.5	6.32496e-42
-18.5	1	7.92438e-45
-18.5	1.5	7.44038e-48
-18.5	2	5.23537e-51
-18.5	2.5	2.76072e-54
-18.5	3	1.09099e-57
-18.5	3.5	3.23104e-61
-18.5	4	7.17109e-65
-18.5	4.5	1.19276e-68
-18.5	5	1.48676e-72
-18.5	5.5	1.38884e-76
-18.5	6	9.72271e-81
-18.5	6.5	5.10087e-85
-18.5	7	2.00551e-89
-18.5	7.5	5.90918e-94
-18.5	8	1.30483e-98
-18.5	8.5	2.15924e-103
-18.5	9	2.67776e-108
-18.5	9.5	2.48866e-113
-18.5	10	1.73334e-118
-18	-10	2.33278e-09
-18	-9.5	1.45686e-09
-18	-9	6.81844e-10
-18	-8.5	2.39152e-10
-18	-8	6.28618e-11
-18	-7.5	1.23829e-11
-18	-7	1.82801e-12
-18	-6.5	2.02237e-13
-18	-6	1.67673e-14
-18	-5.5	1.04181e-15
-18	-5	4.85107e-17
-18	-4.5	1.69281e-18
-18	-4	4.42694e-20
-18	-3.5	8.67601e-22
-18	-3	1.27427e-23
-18	-2.5	1.40256e-25
-18	-2	1.15693e-27
-18	-1.5	7.1518e-30
-18	-1	3.31319e-32
-18	-0.5	1.15027e-34
-18	0	2.99279e-37
-18	0.5	5.83545e-40
-18	1	8.527e-43
-18	1.5	9.33771e-46
-18	2	7.66316e-49
-18	2.5	4.713e-52
-18	3	2.17225e-55
-18	3.5	7.50318e-59
-18	4	1.94224e-62
-18	4.5	3.76777e-66
-18	5	5.47757e-70
-18	5.5	5.9678e-74
-18	6	4.87263e-78
-18	6.5	2.9815e-82
-18	7	1.36719e-86
-18	7.5	4.69837e-91
-18	8	1.21001e-95
-18	8.5	2.33534e-100
-18	9	3.37782e-105
-18	9.5	3.66137e-110
-18	10	2.97423e-115
-17.5	-10	7.5801e-09
-17.5	-9.5	5.5212e-09
-17.5	-9	3.0138e-09
-17.5	-8.5	1.23287e-09
-17.5	-8	3.77959e-10
-17.5	-7.5	8.6835e-11
-17.5	-7	1.49509e-11
-17.5	-6.5	1.92913e-12
-17.5	-6	1.86543e-13
-17.5	-5.5	1.35182e-14
-17.5	-5	7.34148e-16
-17.5	-4.5	2.98792e-17
-17.5	-4	9.11335e-19
-17.5	-3.5	2.0831e-20
-17.5	-3	3.56832e-22
-17.5	-2.5	4.58079e-24
-17.5	-2	4.40697e-26
-17.5	-1.5	3.17733e-28
-17.5	-1	1.71675e-30
-17.5	-0.5	6.95146e-33
-17.5	0	2.10944e-35
-17.5	0.5	4.79712e-38
-17.5	1	8.17554e-41
-17.5	1.5	1.04418e-43
-17.5	2	9.9944e-47
-17.5	2.5	7.16905e-50
-17.5	3	3.85379e-53
-17.5	3.5	1.55252e-56
-17.5	4	4.68717e-60
-17.5	4.5	1.06049e-63
-17.5	5	1.79814e-67
-17.5	5.5	2.28489e-71
-17.5	6	2.17585e-75
-17.5	6.5	1.5528e-79
-17.5	7	8.30471e-84
-17.5	7.5	3.32856e-88
-17.5	8	9.99795e-93
-17.5	8.5	2.25055e-97
-17.5	9	3.79655e-102
-17.5	9.5	4.79967e-107
-17.5	10	4.54734e-112
-17	-10	2.19464e-08
-17	-9.5	1.86439e-08
-17	-9	1.18695e-08
-17	-8.5	5.66306e-09
-17	-8	2.02485e-09
-17	-7.5	5.42571e-10
-17	-7	1.08954e-10
-17	-6.5	1.63966e-11
-17	-6	1.84921e-12
-17	-5.5	1.56293e-13
-17	-5	9.89961e-15
-17	-4.5	4.69914e-16
-17	-4	1.67164e-17
-17	-3.5	4.45644e-19
-17	-3	8.90342e-21
-17	-2.5	1.33306e-22
-17	-2	1.49576e-24
-17	-1.5	1.25776e-26
-17	-1	7.92609e-29
-17	-0.5	3.74319e-31
-17	0	1.32479e-33
-17	0.5	3.51378e-36
-17	1	6.98434e-39
-17	1.5	1.0404e-41
-17	2	1.16144e-44
-17	2.5	9.7166e-48
-17	3	6.09194e-51
-17	3.5	2.86233e-54
-17	4	1.00788e-57
-17	4.5	2.65961e-61
-17	5	5.25957e-65
-17	5.5	7.79481e-69
-17	6	8.65732e-73
-17	6.5	7.20584e-77
-17	7	4.49478e-81
-17	7.5	2.10114e-85
-17	8	7.36078e-90
-17	8.5	1.93248e-94
-17	9	3.80216e-99
-17	9.5	5.60619e-104
-17	10	6.19481e-109
-16.5	-10	5.66165e-08
-16.5	-9.5	5.60958e-08
-16.5	-9	4.16525e-08
-16.5	-8.5	2.31779e-08
-16.5	-8	9.66562e-09
-16.5	-7.5	3.0207e-09
-16.5	-7	7.07472e-10
-16.5	-6.5	1.24175e-10
-16.5	-6	1.63335e-11
-16.5	-5.5	1.61009e-12
-16.5	-5	1.18944e-13
-16.5	-4.5	6.58502e-15
-16.5	-4	2.73209e-16
-16.5	-3.5	8.49485e-18
-16.5	-3	1.97942e-19
-16.5	-2.5	3.45657e-21
-16.5	-2	4.52349e-23
-16.5	-1.5	4.43634e-25
-16.5	-1	3.26061e-27
-16.5	-0.5	1.79596e-29
-16.5	0	7.41338e-32
-16.5	0.5	2.29329e-34
-16.5	1	5.31648e-37
-16.5	1.5	9.2366e-40
-16.5	2	1.2026e-42
-16.5	2.5	1.17343e-45
-16.5	3	8.5805e-49
-16.5	3.5	4.70209e-52
-16.5	4	1.93105e-55
-16.5	4.5	5.94316e-59
-16.5	5	1.37077e-62
-16.5	5.5	2.36938e-66
-16.5	6	3.06922e-70
-16.5	6.5	2.9795e-74
-16.5	7	2.16761e-78
-16.5	7.5	1.18179e-82
-16.5	8	4.82865e-87
-16.5	8.5	1.47854e-91
-16.5	9	3.39282e-96
-16.5	9.5	5.83463e-101
-16.5	10	7.51948e-106
-16	-10	1.3014e-07
-16	-9.5	1.50388e-07
-16	-9	1.30238e-07
-16	-8.5	8.4525e-08
-16	-8	4.11107e-08
-16	-7.5	1.49847e-08
-16	-7	4.09321e-09
-16	-6.5	8.37921e-10
-16	-6	1.28548e-10
-16	-5.5	1.47791e-11
-16	-5	1.27337e-12
-16	-4.5	8.22214e-14
-16	-4	3.97866e-15
-16	-3.5	1.44282e-16
-16	-3	3.92112e-18
-16	-2.5	7.98602e-20
-16	-2	1.21892e-21
-16	-1.5	1.39425e-23
-16	-1	1.19517e-25
-16	-0.5	7.67786e-28
-16	0	3.69636e-30
-16	0.5	1.33362e-32
-16	1	3.60588e-35
-16	1.5	7.30658e-38
-16	2	1.10953e-40
-16	2.5	1.26266e-43
-16	3	1.07686e-46
-16	3.5	6.88258e-50
-16	4	3.29661e-53
-16	4.5	1.18333e-56
-16	5	3.18323e-60
-16	5.5	6.41731e-64
-16	6	9.69528e-68
-16	6.5	1.09772e-71
-16	7	9.31414e-76
-16	7.5	5.92268e-80
-16	8	2.82239e-84
-16	8.5	1.00795e-88
-16	9	2.69762e-93
-16	9.5	5.41063e-98
-16	10	8.13274e-103
-15.5	-10	2.66543e-07
-15.5	-9.5	3.59239e-07
-15.5	-9	3.62847e-07
-15.5	-8.5	2.74654e-07
-15.5	-8	1.55801e-07
-15.5	-7.5	6.62335e-08
-15.5	-7	2.11013e-08
-15.5	-6.5	5.03804e-09
-15.5	-6	9.01441e-10
-15.5	-5.5	1.20875e-10
-15.5	-5	1.21467e-11
-15.5	-4.5	9.14748e-13
-15.5	-4	5.1626e-14
-15.5	-3.5	2.18352e-15
-15.5	-3	6.92102e-17
-15.5	-2.5	1.64401e-18
-15.5	-2	2.9266e-20
-15.5	-1.5	3.90431e-22
-15.5	-1	3.90344e-24
-15.5	-0.5	2.92465e-26
-15.5	0	1.64218e-28
-15.5	0.5	6.91025e-31
-15.5	1	2.17915e-33
-15.5	1.5	5.14997e-36
-15.5	2	9.12105e-39
-15.5	2.5	1.21062e-41
-15.5	3	1.20418e-44
-15.5	3.5	8.97637e-48
-15.5	4	5.01454e-51
-15.5	4.5	2.09935e-54
-15.5	5	6.5866e-58
-15.5	5.5	1.54868e-61
-15.5	6	2.72887e-65
-15.5	6.5	3.60352e-69
-15.5	7	3.5661e-73
-15.5	7.5	2.64475e-77
-15.5	8	1.46993e-81
-15.5	8.5	6.12255e-86
-15.5	9	1.91113e-90
-15.5	9.5	4.47066e-95
-15.5	10	7.83746e-100
-15	-10	4.86422e-07
-15	-9.5	7.64617e-07
-15	-9	9.00737e-07
-15	-8.5	7.95197e-07
-15	-8	5.26107e-07
-15	-7.5	2.60853e-07
-15	-7	9.69262e-08
-15	-6.5	2.69904e-08
-15	-6	5.63248e-09
-15	-5.5	8.80871e-10
-15	-5	1.0324e-10
-15	-4.5	9.06791e-12
-15	-4	5.96882e-13
-15	-3.5	2.94437e-14
-15	-3	1.08848e-15
-15	-2.5	3.01557e-17
-15	-2	6.26097e-19
-15	-1.5	9.74174e-21
-15	-1	1.13594e-22
-15	-0.5	9.92648e-25
-15	0	6.50068e-27
-15	0.5	3.1904e-29
-15	1	1.17342e-31
-15	1.5	3.23434e-34
-15	2	6.68097e-37
-15	2.5	1.03423e-39
-15	3	1.19982e-42
-15	3.5	1.04313e-45
-15	4	6.79648e-49
-15	4.5	3.31858e-52
-15	5	1.21435e-55
-15	5.5	3.3301e-59
-15	6	6.84373e-63
-15	6.5	1.05403e-66
-15	7	1.21656e-70
-15	7.5	1.0523e-74
-15	8	6.82128e-79
-15	8.5	3.31372e-83
